TIME_STAMP,SNAKE_X,SNAKE_Y,FOOD_X,FOOD_Y,INPUT_BUTTON,SCORE
2343,140,160,80,20,0,0
2743,140,80,80,20,2,0
3243,40,80,80,20,0,0
3543,40,20,80,20,3,0
3943,120,20,20,100,1,1
4343,120,100,20,100,2,1
4843,20,100,120,140,1,2
